CustomerID,Gender,Age,Annual_income,Spending_score,Cluster,PCA1,PCA2,AggCluster,DBSCAN_Cluster
56,Male,47,43,41,4,0.6975753482600474,-0.6383508727713166,1,0
57,Female,51,44,50,4,0.6517793040933928,-0.6047718726887217,1,0
58,Male,69,44,46,4,1.673947372998053,-0.5599695700205992,1,0
59,Female,27,46,51,1,-0.5959759006002453,-0.5819038476408296,0,0
60,Male,53,46,46,4,0.8591657148597777,-0.5183300092586823,1,0
61,Male,70,46,56,4,1.4468183478582042,-0.4962216165250924,1,0
62,Male,19,46,55,1,-1.1111967428500544,-0.6050748358889688,0,0
63,Female,67,47,52,4,1.4025641930424202,-0.4587202422219898,1,0
64,Female,54,47,59,4,0.5516224417707396,-0.4971063402142351,1,0
65,Male,63,48,51,4,1.225368019866705,-0.427781451895,1,0
66,Male,18,48,59,1,-1.2752206219319813,-0.5368542402092299,0,0
67,Female,43,48,50,4,0.23888933178848484,-0.4695775965569284,0,0
68,Female,68,48,48,4,1.5610889288885765,-0.41256634215089394,1,0
69,Male,19,48,59,1,-1.2245258992664962,-0.5346911087672315,0,0
70,Female,32,48,47,1,-0.23650532183740533,-0.4889725898847955,0,0
71,Male,70,49,55,4,1.4687349698539156,-0.38038063659621935,1,0
72,Female,47,49,42,4,0.6591612965570247,-0.4110683654476849,1,0
73,Female,60,50,49,4,1.1244492868427003,-0.3550882140310287,1,0
74,Female,60,50,56,4,0.932538930222326,-0.36535360327729577,1,0
75,Male,59,54,47,4,1.1212539036591522,-0.20181904944917073,1,0
76,Male,26,54,54,1,-0.7435823009222309,-0.28346777628138253,0,0
77,Female,45,54,53,4,0.24703319495346823,-0.2409017947053762,0,0
78,Male,40,54,48,4,0.13063840778345281,-0.24438503102517703,0,0
79,Female,23,54,52,1,-0.8408349384557221,-0.2870242022513012,0,0
80,Female,49,54,42,4,0.7513855031617109,-0.2161179429789632,1,0
81,Male,57,54,51,4,0.9102013974022537,-0.21201124904531998,1,0
82,Male,38,54,55,1,-0.16266139416789155,-0.25897668315544076,0,0
83,Male,67,54,41,4,1.691306276371925,-0.17571509284495518,1,0
84,Female,46,54,44,4,0.5444698047022917,-0.22554030566103447,1,0
85,Female,21,54,57,1,-1.0793032099441024,-0.2986828860254886,0,0
86,Male,48,54,46,4,0.5910277195702978,-0.22414701113311414,1,0
87,Female,55,57,58,4,0.6114024522151389,-0.11222840542474873,1,0
88,Female,22,57,55,1,-0.9792761000514237,-0.17921229047657897,0,0
89,Female,34,58,60,1,-0.5098513019682692,-0.12246230214584485,0,0
90,Female,50,58,46,4,0.6850849739202409,-0.06732142058133748,1,0
91,Female,68,59,55,4,1.349015047070378,-0.003458580310766027,1,0
92,Male,18,59,41,1,-0.8019003729631293,-0.09108437391814814,0,0
93,Male,48,60,49,4,0.497782137404311,0.00020252783444139137,1,0
94,Female,40,60,40,4,0.3389662431637682,-0.003904166099201831,0,0
95,Female,32,60,42,1,-0.12142306862307668,-0.024142185991264737,0,0
96,Male,24,60,52,1,-0.8011385022617776,-0.05611207930763288,0,0
97,Female,47,60,47,4,0.5019189452017899,0.0009723647485193728,1,0
98,Female,27,60,50,1,-0.5942228038023584,-0.046689716625561595,0,0
99,Male,48,61,42,4,0.6878594462794284,0.04859274899765346,1,0
100,Male,20,61,49,1,-0.9235031449745289,-0.022240320624566722,0,0
101,Female,23,62,41,1,-0.5539259028714741,0.03410577904267847,0,0
102,Female,49,62,48,4,0.5722265298107646,0.08008180728836785,1,0
103,Male,67,62,59,4,1.1831581202431942,0.10288684728591803,1,0
104,Male,26,62,55,1,-0.7856624481157671,0.0200643948761393,0,0
105,Male,49,62,56,4,0.3529004079589084,0.06834993386406263,1,0
106,Female,21,62,42,1,-0.6827311134339265,0.02831303198064367,0,0
107,Female,66,63,50,4,1.3773722369157908,0.15204690536320808,1,0
108,Male,54,63,46,4,0.8786986258558973,0.13195526477138078,1,0
109,Male,68,63,43,4,1.670672038867135,0.1666385574934718,1,0
110,Male,66,63,48,4,1.4322037673787549,0.1549798737192844,1,0
111,Male,65,63,52,4,1.2718459837873415,0.14695080556513346,1,0
112,Female,19,63,54,1,-1.1149427892879376,0.04451379087713417,0,0
113,Female,38,64,42,3,0.17541307638880685,0.14133593032850522,0,0
114,Male,19,64,46,1,-0.8974497151813383,0.0943704962183844,0,0
115,Female,18,65,48,1,-1.0048090160550442,0.12739922833725478,0,0
116,Female,19,65,50,1,-1.0089458238525233,0.1266293914231768,0,0
117,Female,63,65,43,4,1.4135323300491958,0.23207256411737018,1,0
118,Female,49,65,59,4,0.265153969028692,0.17832497708078315,1,0
119,Female,51,67,43,4,0.8015295625728609,0.2823646506472803,1,0
120,Female,50,67,57,4,0.3670141266666276,0.25967074071274776,1,0
121,Male,27,67,56,1,-0.771548729408048,0.21138520172482445,0,0
122,Female,38,67,40,3,0.22474546361600056,0.2586433944354165,0,0
123,Female,40,69,58,2,-0.17101496071021915,0.3128226059486164,0,0
124,Male,39,69,91,2,-1.1264299360146108,0.262265496631359,2,0
125,Female,23,70,29,3,-0.2396011020557442,0.3567022445146963,0,0
126,Female,31,70,77,2,-1.1500000518430002,0.3036160555048515,2,0
127,Male,43,71,35,3,0.6079657121198091,0.42929080020337884,1,0
128,Male,40,71,95,2,-1.1890643697655674,0.33481235519509467,2,0
129,Male,59,71,11,3,2.077059640323139,0.4990965235482677,3,0
130,Male,38,71,75,2,-0.7421385104668973,0.3598157758718611,2,0
131,Male,47,71,9,3,1.523554498800282,0.47607191460036413,3,0
132,Male,39,71,75,2,-0.6914437878014121,0.3619789073138594,2,0
133,Female,25,72,34,3,-0.27895657837269766,0.42994575034239224,0,0
134,Female,31,72,71,2,-0.9891715559446218,0.38866462440697047,2,0
135,Male,20,73,5,3,0.26079395226759855,0.499782966212452,0,0
136,Female,29,73,88,2,-1.5584620579560433,0.39753296241327024,2,0
137,Female,44,73,7,3,1.4226357657762772,0.5487651524643355,3,0
138,Male,32,73,73,2,-0.9951414114873574,0.42601961940983746,2,0
139,Male,19,74,10,3,0.07118735569944651,0.5284122457972079,0,0
140,Female,35,74,72,2,-0.8174745260046768,0.4721003298308157,2,0
141,Female,57,75,5,3,2.1328325954000342,0.6560684934002801,3,0
142,Male,32,75,93,2,-1.5471228116075115,0.47293959968296445,2,0
143,Female,28,76,40,3,-0.2986991927461617,0.5801355672679382,0,0
144,Female,32,76,87,2,-1.384461267963876,0.5198633366681383,2,0
145,Male,25,77,12,3,0.31502501799362287,0.6528325618439565,0,0
146,Male,28,77,97,2,-1.8632308586858937,0.5346708010367085,2,0
147,Male,48,77,36,3,0.823025273744212,0.6673889647370024,1,0
148,Female,32,77,74,2,-1.0298893676998666,0.5770524628995793,2,0
149,Female,34,78,22,3,0.49528682192291174,0.6957607349585049,3,0
150,Male,34,78,90,2,-1.3689852138178655,0.5960398108519104,2,0
151,Male,43,78,17,3,1.088618152069688,0.7225613388266807,3,0
152,Male,39,78,88,2,-1.0606800700274759,0.6097884364179784,2,0
153,Female,44,78,20,3,1.057065579040727,0.7203250177345645,3,0
154,Female,38,78,76,2,-0.7823856099151767,0.6252231151124379,2,0
155,Female,47,78,16,3,1.3188128079631105,0.732680348772712,3,0
156,Female,27,78,89,2,-1.6964325072447792,0.5823643749359604,2,0
157,Male,37,78,1,3,1.2231020597804896,0.7330462970233012,3,0
158,Female,30,78,78,2,-1.2427749217020216,0.604985095220375,2,0
159,Male,34,78,1,3,1.0710178917840343,0.7265569026973061,3,0
160,Female,30,78,73,2,-1.1056960955446116,0.6123175161105658,2,0
161,Female,56,79,35,4,1.2523327248090612,0.7624101642849171,1,0
162,Female,29,79,83,2,-1.4323815182701738,0.6336143748051309,2,0
163,Male,19,81,5,3,0.195434847640059,0.8026184901060137,0,0
164,Female,31,81,93,2,-1.6088158207445373,0.699525459742636,2,0
165,Male,50,85,26,3,1.183907989427948,0.9913787247369404,3,0
166,Female,36,85,75,2,-0.8691906242314624,0.8892371598250944,2,0
167,Male,42,86,20,3,0.9410117517477025,1.0209974101861279,3,0
168,Female,33,86,95,2,-1.571423144602815,0.8915429138552814,2,0
169,Female,36,87,27,3,0.44310001138916083,1.0358780642048158,3,0
170,Male,32,87,63,2,-0.7466464276061322,0.974432108027449,2,0
171,Male,40,87,13,3,1.0296996152918496,1.0650613684653434,3,0
172,Male,28,87,75,2,-1.278414501045857,0.9481817721229978,2,0
173,Male,36,87,10,3,0.9091680203243553,1.0608082952314644,3,0
174,Male,36,87,92,2,-1.3389247286571704,0.9405565926323357,2,0
175,Female,52,88,13,3,1.6362032395324142,1.129143777686268,3,0
176,Female,30,88,86,2,-1.4804315210064458,0.9745015409655197,2,0
177,Male,58,88,15,3,1.8855400450623607,1.1391895979821818,3,0
178,Male,27,88,69,2,-1.1664476800677066,0.9929423776661733,2,0
179,Male,59,93,14,3,1.9544852942330442,1.3334433731869433,3,0
180,Male,35,93,90,2,-1.345786207331232,1.1700754210480837,2,0
181,Female,37,97,32,3,0.33838543044466807,1.4119570939260733,3,0
182,Female,32,97,86,2,-1.3955395053827866,1.3219512911020215,2,0
183,Male,46,98,15,3,1.2588728956239716,1.494480339847652,3,0
184,Female,29,98,88,2,-1.6042882515874628,1.3506537603368953,2,0
185,Female,41,99,39,3,0.34558786899572075,1.4865938942816894,3,0
186,Male,30,99,97,2,-1.8021684637505726,1.377743366093495,2,0
187,Female,54,101,24,3,1.4121896466287438,1.61296152953213,3,0
188,Male,28,101,68,2,-1.1121668128590778,1.4921948082064949,2,0
189,Female,41,103,17,3,0.9414025131072982,1.6713558738663088,3,0
190,Female,36,103,85,2,-1.1763431359609047,1.5608192925497226,2,0
191,Female,34,103,23,3,0.4220448630600102,1.6474150487040915,3,0
192,Female,32,103,69,2,-0.9404697829191329,1.57563051363034,2,0
193,Male,33,113,8,3,0.7642561414141876,2.0484974991021154,3,0
194,Female,38,113,91,2,-1.2577787594713945,1.9375949695349406,2,0
195,Female,47,120,16,3,1.2418248026623255,2.3339232892844017,3,0
196,Female,35,120,79,2,-1.0937050789068632,2.2155772087640178,2,0
197,Female,45,126,28,3,0.8004478880820303,2.540748207765617,3,0
198,Male,32,126,74,2,-1.119708707217449,2.4451692268298837,2,0
199,Male,32,137,18,3,0.39541062054771936,2.9466654918864155,3,-1
200,Male,30,137,83,2,-1.4880035648295822,2.8470177574299385,2,0
